,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_cls__init,param_cls__max_iter,param_cls__n_clusters,param_cls__n_init,param_cls__n_jobs,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,14.238721132278442,0.30950751768546025,0.20795836448669433,0.03220710189622664,k-means++,1,13,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 1, 'cls__n_clusters': 13, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.056666666666666664,0.04416666666666667,0.08333333333333333,0.03833333333333333,0.09083333333333332,0.06266666666666666,0.020932430978428344,135,0.05875,0.0425,0.08729166666666667,0.045,0.080625,0.06283333333333332,0.018236772222932192
12,15.642059755325317,0.5822771900815915,0.18041839599609374,0.011254192221886568,k-means++,1,14,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 1, 'cls__n_clusters': 14, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.1125,0.05583333333333333,0.056666666666666664,0.0575,0.050833333333333335,0.06666666666666667,0.023033791601808757,124,0.10791666666666666,0.06979166666666667,0.058333333333333334,0.050833333333333335,0.05541666666666667,0.06845833333333333,0.020697725317853972
13,16.453121423721313,0.26018600875938164,0.1931924343109131,0.014624901913395166,k-means++,1,15,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 1, 'cls__n_clusters': 15, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.11083333333333334,0.051666666666666666,0.05416666666666667,0.07333333333333333,0.050833333333333335,0.06816666666666667,0.02287283687404487,118,0.10645833333333334,0.06625,0.05708333333333333,0.073125,0.05520833333333333,0.07162500000000001,0.018576699114751252
14,16.961905813217165,0.272881923550529,0.1843125343322754,0.010066376857520355,k-means++,1,16,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 1, 'cls__n_clusters': 16, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.11,0.03666666666666667,0.0675,0.07166666666666667,0.049166666666666664,0.067,0.024936586240568964,122,0.10520833333333333,0.035208333333333335,0.057916666666666665,0.07166666666666667,0.05416666666666667,0.06483333333333334,0.02330705365334709
15,17.575776624679566,0.2736140744035361,0.19596390724182128,0.014877081550018338,k-means++,1,17,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 1, 'cls__n_clusters': 17, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.11,0.0375,0.06916666666666667,0.07083333333333333,0.07833333333333334,0.07316666666666667,0.023138472051734294,113,0.10291666666666667,0.034375,0.057708333333333334,0.07020833333333333,0.073125,0.06766666666666667,0.022299414541392986
16,18.175812435150146,0.31780296673233166,0.19138407707214355,0.009543145411365994,k-means++,1,18,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 1, 'cls__n_clusters': 18, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.10749999999999998,0.035833333333333335,0.04083333333333333,0.07083333333333333,0.07166666666666667,0.06533333333333333,0.025763885145252793,127,0.09833333333333333,0.03333333333333333,0.03625,0.06979166666666667,0.06333333333333334,0.06020833333333333,0.023880489479442792
17,18.61922092437744,0.48136293101763916,0.1877206325531006,0.017081143181028092,k-means++,1,19,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 1, 'cls__n_clusters': 19, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.10749999999999998,0.035,0.023333333333333334,0.07083333333333333,0.06916666666666667,0.06116666666666667,0.02973307174772824,138,0.09666666666666666,0.03270833333333333,0.019791666666666666,0.06979166666666667,0.06145833333333333,0.05608333333333333,0.027303082854017297
18,86.84207649230957,2.315789032230856,0.16274561882019042,0.01926187614092727,k-means++,10,2,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10, 'cls__n_clusters': 2, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.5175,0.5266666666666666,0.48,0.47583333333333333,0.51,0.502,0.020402886506025987,1,0.5175,0.515,0.48,0.4789583333333333,0.5216666666666666,0.502625,0.019021004471665284
19,90.11009259223938,3.80065969420663,0.1650017261505127,0.012891031171068497,k-means++,10,3,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10, 'cls__n_clusters': 3, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.44,0.3358333333333333,0.33416666666666667,0.4716666666666666,0.47583333333333333,0.4115,0.0636819353418918,11,0.433125,0.3525,0.33416666666666667,0.47291666666666665,0.47291666666666665,0.41312499999999996,0.05909297053513782
20,87.82055840492248,3.370202469418748,0.1648118495941162,0.005164926323422082,k-means++,10,4,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10, 'cls__n_clusters': 4, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.3933333333333333,0.3225,0.31583333333333335,0.21083333333333337,0.21083333333333337,0.2906666666666667,0.07061712099609962,22,0.37854166666666667,0.33166666666666667,0.30354166666666665,0.21416666666666667,0.21520833333333333,0.28862499999999996,0.06495252005204348
21,92.99170484542847,1.4327312738749236,0.1790003299713135,0.010218700190119247,k-means++,10,5,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10, 'cls__n_clusters': 5, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.3491666666666667,0.18083333333333335,0.21833333333333332,0.2658333333333333,0.20166666666666663,0.24316666666666667,0.059956928985175136,31,0.33625,0.148125,0.2045833333333333,0.26479166666666665,0.17708333333333334,0.22616666666666668,0.06719486070791095
22,90.39051666259766,3.724553073448166,0.16447138786315918,0.009222577271390432,k-means++,10,6,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10, 'cls__n_clusters': 6, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.32083333333333336,0.10583333333333333,0.24083333333333334,0.0675,0.17666666666666667,0.18233333333333332,0.09129682968817215,41,0.3120833333333333,0.110625,0.25416666666666665,0.06458333333333334,0.15895833333333334,0.18008333333333332,0.09112992480214412
23,94.00232577323914,1.529563680083306,0.1781838893890381,0.023902553721132987,k-means++,10,7,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10, 'cls__n_clusters': 7, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.30333333333333334,0.059166666666666666,0.049166666666666664,0.06333333333333334,0.3025,0.1555,0.12045354106690079,51,0.29583333333333334,0.06354166666666666,0.06479166666666666,0.06270833333333334,0.29270833333333335,0.15591666666666668,0.11297197292544142
